,0,1,2
0,0.0045405,0.99185526,0.003604286
1,0.002051955,0.99530435,0.0026437151
2,0.003991032,0.9920954,0.0039135506
3,0.0017174972,0.9961916,0.0020909137
4,0.0017899837,0.9962894,0.0019206809
